,TS代码,股票代码,股票名称,行业
2404,600305.SH,600305,恒顺醋业,食品
2405,600306.SH,600306,商业城,百货
2406,600307.SH,600307,酒钢宏兴,普钢
2407,600308.SH,600308,华泰股份,造纸
2408,600309.SH,600309,万华化学,化工原料
2409,600310.SH,600310,桂东电力,水力发电
2410,600311.SH,600311,荣华实业,黄金
2411,600312.SH,600312,平高电气,电气设备
2412,600313.SH,600313,农发种业,种植业
2413,600315.SH,600315,上海家化,日用化工
2414,600316.SH,600316,洪都航空,航空
2415,600317.SH,600317,营口港,港口
2416,600318.SH,600318,新力金融,多元金融
2417,600319.SH,600319,亚星化学,化工原料
2418,600320.SH,600320,振华重工,工程机械
2419,600321.SH,600321,ST正源,其他建材
2420,600322.SH,600322,天房发展,区域地产
2421,600323.SH,600323,瀚蓝环境,水务
2422,600325.SH,600325,华发股份,区域地产
2423,600326.SH,600326,西藏天路,水泥
2424,600327.SH,600327,大东方,百货
2425,600328.SH,600328,兰太实业,化工原料
2426,600329.SH,600329,中新药业,中成药
2427,600330.SH,600330,天通股份,元器件
2428,600331.SH,600331,宏达股份,铅锌
2429,600332.SH,600332,白云山,中成药
2430,600333.SH,600333,长春燃气,供气供热
2431,600335.SH,600335,国机汽车,汽车配件
2432,600336.SH,600336,澳柯玛,家用电器
2433,600337.SH,600337,美克家居,家居用品
2434,600338.SH,600338,西藏珠峰,铅锌
2435,600339.SH,600339,中油工程,石油加工
2436,600340.SH,600340,华夏幸福,区域地产
2437,600343.SH,600343,航天动力,航空
2438,600345.SH,600345,长江通信,通信设备
2439,600346.SH,600346,恒力股份,化纤
2440,600348.SH,600348,阳泉煤业,煤炭开采
2441,600350.SH,600350,山东高速,路桥
2442,600351.SH,600351,亚宝药业,中成药
2443,600352.SH,600352,浙江龙盛,染料涂料
2444,600353.SH,600353,旭光股份,元器件
2445,600354.SH,600354,敦煌种业,种植业
2446,600355.SH,600355,精伦电子,元器件
2447,600356.SH,600356,恒丰纸业,造纸
2448,600358.SH,600358,国旅联合,旅游服务
2449,600359.SH,600359,新农开发,农业综合
2450,600360.SH,600360,华微电子,半导体
2451,600361.SH,600361,华联综超,超市连锁
2452,600362.SH,600362,江西铜业,铜
2453,600363.SH,600363,联创光电,元器件
2454,600365.SH,600365,通葡股份,红黄药酒
2455,600366.SH,600366,宁波韵升,电器仪表
2456,600367.SH,600367,红星发展,化工原料
2457,600368.SH,600368,五洲交通,路桥
2458,600369.SH,600369,西南证券,证券
2459,600370.SH,600370,三房巷,纺织
2460,600371.SH,600371,万向德农,种植业
2461,600372.SH,600372,中航电子,航空
2462,600373.SH,600373,中文传媒,出版业
2463,600375.SH,600375,华菱星马,汽车整车
2464,600376.SH,600376,首开股份,区域地产
2465,600377.SH,600377,宁沪高速,路桥
2466,600378.SH,600378,天科股份,化工原料
2467,600379.SH,600379,宝光股份,电气设备
2468,600380.SH,600380,健康元,化学制药
2469,600381.SH,600381,青海春天,医疗保健
2470,600382.SH,600382,广东明珠,商贸代理
2471,600383.SH,600383,金地集团,全国地产
2472,600385.SH,600385,*ST金泰,黄金
2473,600386.SH,600386,北巴传媒,公共交通
2474,600387.SH,600387,海越能源,石油贸易
2475,600388.SH,600388,龙净环保,环境保护
2476,600389.SH,600389,江山股份,农药化肥
2477,600390.SH,600390,五矿资本,多元金融
2478,600391.SH,600391,航发科技,航空
2479,600392.SH,600392,盛和资源,小金属
2480,600393.SH,600393,粤泰股份,全国地产
2481,600395.SH,600395,盘江股份,煤炭开采
2482,600396.SH,600396,*ST金山,火力发电
2483,600397.SH,600397,安源煤业,煤炭开采
2484,600398.SH,600398,海澜之家,服饰
2485,600399.SH,600399,ST抚钢,特种钢
2486,600400.SH,600400,红豆股份,服饰
2487,600401.SH,600401,退海润,
2488,600403.SH,600403,大有能源,煤炭开采
2489,600405.SH,600405,动力源,电气设备
2490,600406.SH,600406,国电南瑞,软件服务
2491,600408.SH,600408,ST安泰,焦炭加工
2492,600409.SH,600409,三友化工,化工原料
2493,600410.SH,600410,华胜天成,软件服务
2494,600415.SH,600415,小商品城,商品城
2495,600416.SH,600416,湘电股份,电气设备
2496,600418.SH,600418,江淮汽车,汽车整车
2497,600419.SH,600419,天润乳业,乳制品
2498,600420.SH,600420,现代制药,化学制药
2499,600421.SH,600421,*ST仰帆,综合类
2500,600422.SH,600422,昆药集团,中成药
2501,600423.SH,600423,*ST柳化,农药化肥
2502,600425.SH,600425,青松建化,水泥
2503,600426.SH,600426,华鲁恒升,农药化肥
2504,600428.SH,600428,中远海特,水运
2505,600429.SH,600429,三元股份,乳制品
2506,600433.SH,600433,冠豪高新,造纸
2507,600435.SH,600435,北方导航,专用机械
2508,600436.SH,600436,片仔癀,中成药
2509,600438.SH,600438,通威股份,饲料
2510,600439.SH,600439,瑞贝卡,服饰
2511,600444.SH,600444,国机通用,塑料
2512,600446.SH,600446,金证股份,软件服务
2513,600448.SH,600448,华纺股份,纺织
2514,600449.SH,600449,宁夏建材,水泥
2515,600452.SH,600452,涪陵电力,水力发电
2516,600455.SH,600455,博通股份,软件服务
2517,600456.SH,600456,宝钛股份,小金属
2518,600458.SH,600458,时代新材,塑料
2519,600459.SH,600459,贵研铂业,小金属
2520,600460.SH,600460,士兰微,半导体
2521,600461.SH,600461,洪城水业,水务
2522,600462.SH,600462,*ST九有,元器件
2523,600463.SH,600463,空港股份,园区开发
2524,600466.SH,600466,蓝光发展,区域地产
2525,600467.SH,600467,好当家,渔业
2526,600468.SH,600468,百利电气,电气设备
2527,600469.SH,600469,风神股份,汽车配件
2528,600470.SH,600470,六国化工,农药化肥
2529,600475.SH,600475,华光股份,专用机械
2530,600476.SH,600476,湘邮科技,软件服务
2531,600477.SH,600477,杭萧钢构,钢加工
2532,600478.SH,600478,科力远,元器件
2533,600479.SH,600479,千金药业,中成药
2534,600480.SH,600480,凌云股份,汽车配件
2535,600481.SH,600481,双良节能,环境保护
2536,600482.SH,600482,中国动力,电气设备
2537,600483.SH,600483,福能股份,火力发电
2538,600485.SH,600485,*ST信威,通信设备
2539,600486.SH,600486,扬农化工,农药化肥
2540,600487.SH,600487,亨通光电,通信设备
2541,600488.SH,600488,天药股份,化学制药
2542,600489.SH,600489,中金黄金,黄金
2543,600490.SH,600490,鹏欣资源,铜
2544,600491.SH,600491,龙元建设,建筑施工
2545,600493.SH,600493,凤竹纺织,纺织
2546,600495.SH,600495,晋西车轴,运输设备
2547,600496.SH,600496,精工钢构,钢加工
2548,600497.SH,600497,驰宏锌锗,铅锌
2549,600498.SH,600498,烽火通信,通信设备
2550,600499.SH,600499,科达洁能,专用机械
2551,600500.SH,600500,中化国际,商贸代理
2552,600501.SH,600501,航天晨光,汽车配件
2553,600502.SH,600502,安徽水利,建筑施工
2554,600503.SH,600503,华丽家族,区域地产
2555,600505.SH,600505,西昌电力,水力发电
2556,600506.SH,600506,香梨股份,种植业
2557,600507.SH,600507,方大特钢,特种钢
2558,600508.SH,600508,上海能源,煤炭开采
2559,600509.SH,600509,天富能源,火力发电
2560,600510.SH,600510,黑牡丹,全国地产
2561,600511.SH,600511,国药股份,医药商业
2562,600512.SH,600512,腾达建设,建筑施工
2563,600513.SH,600513,联环药业,化学制药
2564,600515.SH,600515,海航基础,全国地产
2565,600516.SH,600516,方大炭素,矿物制品
2566,600517.SH,600517,置信电气,电气设备
2567,600518.SH,600518,ST康美,中成药
2568,600519.SH,600519,贵州茅台,白酒
2569,600520.SH,600520,文一科技,机械基件
2570,600521.SH,600521,华海药业,化学制药
2571,600522.SH,600522,中天科技,通信设备
2572,600523.SH,600523,贵航股份,汽车配件
2573,600525.SH,600525,长园集团,电气设备
2574,600526.SH,600526,*ST菲达,环境保护
2575,600527.SH,600527,江南高纤,化纤
2576,600528.SH,600528,中铁工业,建筑施工
2577,600529.SH,600529,山东药玻,医疗保健
2578,600530.SH,600530,交大昂立,医疗保健
2579,600531.SH,600531,豫光金铅,铅锌
2580,600532.SH,600532,宏达矿业,普钢
2581,600533.SH,600533,栖霞建设,区域地产
2582,600535.SH,600535,天士力,中成药
2583,600536.SH,600536,中国软件,软件服务
2584,600537.SH,600537,亿晶光电,半导体
2585,600538.SH,600538,国发股份,医药商业
2586,600539.SH,600539,ST狮头,水泥
2587,600540.SH,600540,新赛股份,种植业
2588,600543.SH,600543,莫高股份,红黄药酒
2589,600545.SH,600545,卓郎智能,纺织机械
2590,600546.SH,600546,山煤国际,煤炭开采
2591,600547.SH,600547,山东黄金,黄金
2592,600548.SH,600548,深高速,路桥
2593,600549.SH,600549,厦门钨业,小金属
2594,600550.SH,600550,保变电气,电气设备
2595,600551.SH,600551,时代出版,出版业
2596,600552.SH,600552,凯盛科技,玻璃
2597,600555.SH,600555,海航创新,旅游服务
2598,600556.SH,600556,ST慧球,软件服务
2599,600557.SH,600557,康缘药业,中成药
2600,600558.SH,600558,大西洋,钢加工
2601,600559.SH,600559,老白干酒,白酒
2602,600560.SH,600560,金自天正,电气设备
2603,600561.SH,600561,江西长运,公共交通
2604,600562.SH,600562,国睿科技,通信设备
2605,600563.SH,600563,法拉电子,元器件
2606,600565.SH,600565,迪马股份,全国地产
2607,600566.SH,600566,济川药业,中成药
2608,600567.SH,600567,山鹰纸业,造纸
2609,600568.SH,600568,中珠医疗,区域地产
2610,600569.SH,600569,安阳钢铁,普钢
2611,600570.SH,600570,恒生电子,软件服务
2612,600571.SH,600571,信雅达,软件服务
2613,600572.SH,600572,康恩贝,中成药
2614,600573.SH,600573,惠泉啤酒,啤酒
2615,600575.SH,600575,皖江物流,水运
2616,600576.SH,600576,祥源文化,影视音像
2617,600577.SH,600577,精达股份,电气设备
2618,600578.SH,600578,京能电力,火力发电
2619,600579.SH,600579,天华院,化工机械
2620,600580.SH,600580,卧龙电驱,电气设备
2621,600581.SH,600581,八一钢铁,普钢
2622,600582.SH,600582,天地科技,工程机械
2623,600583.SH,600583,海油工程,石油开采
2624,600584.SH,600584,长电科技,半导体
2625,600585.SH,600585,海螺水泥,水泥
2626,600586.SH,600586,金晶科技,玻璃
2627,600587.SH,600587,新华医疗,医疗保健
2628,600588.SH,600588,用友网络,软件服务
2629,600589.SH,600589,广东榕泰,塑料
2630,600590.SH,600590,泰豪科技,电气设备
2631,600592.SH,600592,龙溪股份,机械基件
2632,600593.SH,600593,大连圣亚,旅游服务
2633,600594.SH,600594,益佰制药,中成药
2634,600595.SH,600595,*ST中孚,铝
2635,600596.SH,600596,新安股份,农药化肥
2636,600597.SH,600597,光明乳业,乳制品
2637,600598.SH,600598,北大荒,种植业
2638,600599.SH,600599,熊猫金控,多元金融
2639,600600.SH,600600,青岛啤酒,啤酒
2640,600601.SH,600601,方正科技,电脑设备
2641,600602.SH,600602,云赛智联,软件服务
2642,600603.SH,600603,广汇物流,仓储物流
2643,600604.SH,600604,市北高新,园区开发
2644,600605.SH,600605,汇通能源,商贸代理
2645,600606.SH,600606,绿地控股,全国地产
2646,600608.SH,600608,ST沪科,钢加工
2647,600609.SH,600609,金杯汽车,汽车配件
2648,600610.SH,600610,*ST毅达,建筑施工
2649,600611.SH,600611,大众交通,公共交通
2650,600612.SH,600612,老凤祥,服饰
2651,600613.SH,600613,神奇制药,中成药
2652,600614.SH,600614,*ST鹏起,综合类
2653,600615.SH,600615,ST丰华,小金属
2654,600616.SH,600616,金枫酒业,红黄药酒
2655,600617.SH,600617,国新能源,供气供热
2656,600618.SH,600618,氯碱化工,化工原料
2657,600619.SH,600619,海立股份,机械基件
2658,600620.SH,600620,天宸股份,综合类
2659,600621.SH,600621,华鑫股份,证券
2660,600622.SH,600622,光大嘉宝,区域地产
2661,600623.SH,600623,华谊集团,汽车配件
2662,600624.SH,600624,复旦复华,化学制药
2663,600626.SH,600626,申达股份,纺织
2664,600628.SH,600628,新世界,百货
2665,600629.SH,600629,华建集团,建筑施工
2666,600630.SH,600630,龙头股份,纺织
2667,600633.SH,600633,浙数文化,互联网
2668,600634.SH,600634,*ST富控,互联网
2669,600635.SH,600635,大众公用,供气供热
2670,600636.SH,600636,三爱富,化工原料
2671,600637.SH,600637,东方明珠,影视音像
2672,600638.SH,600638,新黄浦,区域地产
2673,600639.SH,600639,浦东金桥,园区开发
2674,600640.SH,600640,号百控股,影视音像
2675,600641.SH,600641,万业企业,区域地产
2676,600642.SH,600642,申能股份,火力发电
2677,600643.SH,600643,爱建集团,多元金融
2678,600644.SH,600644,乐山电力,水力发电
2679,600645.SH,600645,中源协和,生物制药
2680,600647.SH,600647,同达创业,综合类
2681,600648.SH,600648,外高桥,园区开发
2682,600649.SH,600649,城投控股,区域地产
2683,600650.SH,600650,锦江投资,公共交通
2684,600651.SH,600651,飞乐音响,电器仪表
2685,600652.SH,600652,*ST游久,互联网
2686,600653.SH,600653,申华控股,汽车服务
2687,600654.SH,600654,*ST中安,软件服务
2688,600655.SH,600655,豫园股份,百货
2689,600657.SH,600657,信达地产,全国地产
2690,600658.SH,600658,电子城,园区开发
2691,600660.SH,600660,福耀玻璃,汽车配件
2692,600661.SH,600661,昂立教育,文教休闲
2693,600662.SH,600662,强生控股,公共交通
2694,600663.SH,600663,陆家嘴,园区开发
2695,600664.SH,600664,哈药股份,化学制药
2696,600665.SH,600665,天地源,全国地产
2697,600666.SH,600666,*ST瑞德,元器件
2698,600667.SH,600667,太极实业,半导体
2699,600668.SH,600668,尖峰集团,水泥
2700,600671.SH,600671,天目药业,中成药
2701,600673.SH,600673,东阳光,铝
2702,600674.SH,600674,川投能源,水力发电
2703,600675.SH,600675,中华企业,区域地产
2704,600676.SH,600676,交运股份,公共交通
2705,600677.SH,600677,航天通信,通信设备
2706,600678.SH,600678,四川金顶,水泥
2707,600679.SH,600679,上海凤凰,文教休闲
2708,600681.SH,600681,百川能源,供气供热
2709,600682.SH,600682,南京新百,百货
2710,600683.SH,600683,京投发展,区域地产
2711,600684.SH,600684,珠江实业,全国地产
2712,600685.SH,600685,中船防务,船舶
2713,600686.SH,600686,金龙汽车,汽车整车
2714,600687.SH,600687,*ST刚泰,黄金
2715,600688.SH,600688,上海石化,石油加工
2716,600689.SH,600689,上海三毛,纺织
2717,600690.SH,600690,青岛海尔,家用电器
2718,600691.SH,600691,阳煤化工,农药化肥
2719,600692.SH,600692,亚通股份,房产服务
2720,600693.SH,600693,东百集团,百货
2721,600694.SH,600694,大商股份,百货
2722,600695.SH,600695,绿庭投资,多元金融
2723,600696.SH,600696,ST岩石,区域地产
2724,600697.SH,600697,欧亚集团,百货
2725,600698.SH,600698,*ST天雁,汽车配件
2726,600699.SH,600699,均胜电子,汽车配件
2727,600701.SH,600701,*ST工新,综合类
2728,600702.SH,600702,舍得酒业,白酒
2729,600703.SH,600703,三安光电,半导体
2730,600704.SH,600704,物产中大,商贸代理
2731,600705.SH,600705,中航资本,多元金融
2732,600706.SH,600706,曲江文旅,旅游服务
2733,600707.SH,600707,彩虹股份,元器件
2734,600708.SH,600708,光明地产,全国地产
2735,600710.SH,600710,苏美达,工程机械
2736,600711.SH,600711,盛屯矿业,小金属
2737,600712.SH,600712,南宁百货,百货
2738,600713.SH,600713,南京医药,医药商业
2739,600714.SH,600714,金瑞矿业,煤炭开采
2740,600715.SH,600715,文投控股,影视音像
2741,600716.SH,600716,凤凰股份,区域地产
2742,600717.SH,600717,天津港,港口
2743,600718.SH,600718,东软集团,软件服务
2744,600719.SH,600719,大连热电,供气供热
2745,600720.SH,600720,祁连山,水泥
2746,600721.SH,600721,*ST百花,生物制药
2747,600722.SH,600722,金牛化工,化工原料
2748,600723.SH,600723,首商股份,百货
2749,600724.SH,600724,宁波富达,区域地产
2750,600725.SH,600725,ST云维,焦炭加工
2751,600726.SH,600726,*ST华源,火力发电
2752,600727.SH,600727,鲁北化工,农药化肥
2753,600728.SH,600728,佳都科技,软件服务
2754,600729.SH,600729,重庆百货,百货
2755,600730.SH,600730,中国高科,综合类
2756,600731.SH,600731,湖南海利,农药化肥
2757,600732.SH,600732,ST新梅,区域地产
2758,600733.SH,600733,北汽蓝谷,汽车整车
2759,600734.SH,600734,实达集团,电脑设备
2760,600735.SH,600735,新华锦,商贸代理
2761,600736.SH,600736,苏州高新,园区开发
2762,600737.SH,600737,中粮糖业,食品
2763,600738.SH,600738,兰州民百,百货
2764,600739.SH,600739,辽宁成大,商贸代理
2765,600740.SH,600740,山西焦化,焦炭加工
2766,600741.SH,600741,华域汽车,汽车配件
2767,600742.SH,600742,一汽富维,汽车配件
2768,600743.SH,600743,华远地产,区域地产
2769,600744.SH,600744,华银电力,火力发电
2770,600745.SH,600745,闻泰科技,通信设备
2771,600746.SH,600746,江苏索普,化工原料
2772,600747.SH,600747,*ST大控,多元金融
2773,600748.SH,600748,上实发展,全国地产
2774,600749.SH,600749,西藏旅游,旅游景点
2775,600750.SH,600750,江中药业,中成药
2776,600751.SH,600751,海航科技,水运
2777,600753.SH,600753,东方银星,批发业
2778,600754.SH,600754,锦江股份,酒店餐饮
2779,600755.SH,600755,厦门国贸,商贸代理
2780,600756.SH,600756,浪潮软件,软件服务
2781,600757.SH,600757,长江传媒,出版业
2782,600758.SH,600758,红阳能源,煤炭开采
2783,600759.SH,600759,洲际油气,石油开采
2784,600760.SH,600760,中航沈飞,航空
2785,600761.SH,600761,安徽合力,工程机械
2786,600763.SH,600763,通策医疗,医疗保健
2787,600764.SH,600764,中国海防,通信设备
2788,600765.SH,600765,中航重机,机械基件
2789,600766.SH,600766,园城黄金,黄金
2790,600767.SH,600767,ST运盛,医疗保健
2791,600768.SH,600768,宁波富邦,铝
2792,600769.SH,600769,祥龙电业,建筑施工
2793,600770.SH,600770,综艺股份,综合类
2794,600771.SH,600771,广誉远,中成药
2795,600773.SH,600773,西藏城投,区域地产
2796,600774.SH,600774,汉商集团,百货
2797,600775.SH,600775,南京熊猫,通信设备
2798,600776.SH,600776,东方通信,通信设备
2799,600777.SH,600777,新潮能源,石油开采
2800,600778.SH,600778,友好集团,百货
2801,600779.SH,600779,水井坊,白酒
2802,600780.SH,600780,通宝能源,火力发电
2803,600781.SH,600781,辅仁药业,中成药
2804,600782.SH,600782,新钢股份,普钢
2805,600783.SH,600783,鲁信创投,多元金融
2806,600784.SH,600784,鲁银投资,普钢
2807,600785.SH,600785,新华百货,百货
2808,600787.SH,600787,中储股份,仓储物流
2809,600789.SH,600789,鲁抗医药,化学制药
2810,600790.SH,600790,轻纺城,商品城
2811,600791.SH,600791,京能置业,全国地产
2812,600792.SH,600792,云煤能源,焦炭加工
2813,600793.SH,600793,宜宾纸业,造纸
2814,600794.SH,600794,保税科技,仓储物流
2815,600795.SH,600795,国电电力,火力发电
2816,600796.SH,600796,钱江生化,农药化肥
2817,600797.SH,600797,浙大网新,软件服务
2818,600798.SH,600798,宁波海运,水运
2819,600800.SH,600800,天津磁卡,综合类
2820,600801.SH,600801,华新水泥,水泥
2821,600802.SH,600802,福建水泥,水泥
2822,600803.SH,600803,新奥股份,农药化肥
2823,600804.SH,600804,鹏博士,电信运营
2824,600805.SH,600805,悦达投资,综合类
2825,600807.SH,600807,ST天业,区域地产
2826,600808.SH,600808,马钢股份,普钢
2827,600809.SH,600809,山西汾酒,白酒
2828,600810.SH,600810,神马股份,化纤
2829,600811.SH,600811,东方集团,综合类
2830,600812.SH,600812,华北制药,化学制药
2831,600814.SH,600814,杭州解百,百货
2832,600815.SH,600815,*ST厦工,工程机械
2833,600816.SH,600816,安信信托,多元金融
2834,600817.SH,600817,ST宏盛,多元金融
2835,600818.SH,600818,中路股份,文教休闲
2836,600819.SH,600819,耀皮玻璃,玻璃
2837,600820.SH,600820,隧道股份,建筑施工
2838,600821.SH,600821,津劝业,百货
2839,600822.SH,600822,上海物贸,商贸代理
2840,600823.SH,600823,世茂股份,全国地产
2841,600824.SH,600824,益民集团,百货
2842,600825.SH,600825,新华传媒,出版业
2843,600826.SH,600826,兰生股份,商贸代理
2844,600827.SH,600827,百联股份,超市连锁
2845,600828.SH,600828,茂业商业,百货
2846,600829.SH,600829,人民同泰,医药商业
2847,600830.SH,600830,香溢融通,多元金融
2848,600831.SH,600831,广电网络,影视音像
2849,600833.SH,600833,第一医药,医药商业
2850,600834.SH,600834,申通地铁,公共交通
2851,600835.SH,600835,上海机电,运输设备
2852,600836.SH,600836,界龙实业,广告包装
2853,600837.SH,600837,海通证券,证券
2854,600838.SH,600838,上海九百,百货
2855,600839.SH,600839,四川长虹,家用电器
2856,600841.SH,600841,上柴股份,机械基件
2857,600843.SH,600843,上工申贝,纺织机械
2858,600844.SH,600844,丹化科技,化工原料
2859,600845.SH,600845,宝信软件,软件服务
2860,600846.SH,600846,同济科技,建筑施工
2861,600847.SH,600847,万里股份,电气设备
2862,600848.SH,600848,上海临港,园区开发
2863,600850.SH,600850,华东电脑,软件服务
2864,600851.SH,600851,海欣股份,纺织
2865,600853.SH,600853,龙建股份,建筑施工
2866,600854.SH,600854,春兰股份,家用电器
2867,600855.SH,600855,航天长峰,专用机械
2868,600856.SH,600856,中天能源,供气供热
2869,600857.SH,600857,宁波中百,百货
2870,600858.SH,600858,银座股份,百货
2871,600859.SH,600859,王府井,百货
2872,600860.SH,600860,京城股份,专用机械
2873,600861.SH,600861,北京城乡,百货
2874,600862.SH,600862,中航高科,航空
2875,600863.SH,600863,内蒙华电,火力发电
2876,600864.SH,600864,哈投股份,证券
2877,600865.SH,600865,百大集团,百货
2878,600866.SH,600866,星湖科技,食品
2879,600867.SH,600867,通化东宝,生物制药
2880,600868.SH,600868,梅雁吉祥,水力发电
2881,600869.SH,600869,智慧能源,电气设备
2882,600870.SH,600870,ST厦华,家用电器
2883,600871.SH,600871,石化油服,石油开采
2884,600872.SH,600872,中炬高新,食品
2885,600873.SH,600873,梅花生物,食品
2886,600874.SH,600874,创业环保,环境保护
2887,600875.SH,600875,东方电气,电气设备
2888,600876.SH,600876,洛阳玻璃,玻璃
2889,600877.SH,600877,*ST嘉陵,摩托车
2890,600879.SH,600879,航天电子,航空
2891,600880.SH,600880,博瑞传播,广告包装
2892,600881.SH,600881,亚泰集团,水泥
2893,600882.SH,600882,妙可蓝多,乳制品
2894,600883.SH,600883,博闻科技,水泥
2895,600884.SH,600884,杉杉股份,综合类
2896,600885.SH,600885,宏发股份,电气设备
2897,600886.SH,600886,国投电力,水力发电
2898,600887.SH,600887,伊利股份,乳制品
2899,600888.SH,600888,新疆众和,铝
2900,600889.SH,600889,南京化纤,化纤
2901,600890.SH,600890,中房股份,区域地产
2902,600891.SH,600891,*ST秋林,百货
2903,600892.SH,600892,大晟文化,影视音像
2904,600893.SH,600893,航发动力,航空
2905,600894.SH,600894,广日股份,运输设备
2906,600895.SH,600895,张江高科,园区开发
2907,600896.SH,600896,览海投资,医疗保健
2908,600897.SH,600897,厦门空港,机场
2909,600898.SH,600898,国美通讯,通信设备
2910,600900.SH,600900,长江电力,水力发电
2911,600901.SH,600901,江苏租赁,多元金融
2912,600903.SH,600903,贵州燃气,供气供热
2913,600908.SH,600908,无锡银行,银行
2914,600909.SH,600909,华安证券,证券
2915,600917.SH,600917,重庆燃气,供气供热
2916,600919.SH,600919,江苏银行,银行
2917,600926.SH,600926,杭州银行,银行
2918,600928.SH,600928,西安银行,银行
2919,600929.SH,600929,湖南盐业,食品
2920,600933.SH,600933,爱柯迪,汽车配件
2921,600936.SH,600936,广西广电,影视音像
2922,600939.SH,600939,重庆建工,建筑施工
2923,600958.SH,600958,东方证券,证券
2924,600959.SH,600959,江苏有线,影视音像
2925,600960.SH,600960,渤海汽车,汽车配件
2926,600961.SH,600961,株冶集团,铅锌
2927,600962.SH,600962,国投中鲁,软饮料
2928,600963.SH,600963,岳阳林纸,造纸
2929,600965.SH,600965,福成股份,农业综合
2930,600966.SH,600966,博汇纸业,造纸
2931,600967.SH,600967,内蒙一机,运输设备
2932,600969.SH,600969,郴电国际,水力发电
2933,600970.SH,600970,中材国际,建筑施工
2934,600971.SH,600971,恒源煤电,煤炭开采
2935,600973.SH,600973,宝胜股份,电气设备
2936,600975.SH,600975,新五丰,农业综合
2937,600976.SH,600976,健民集团,中成药
2938,600977.SH,600977,中国电影,影视音像
2939,600978.SH,600978,宜华生活,家居用品
2940,600979.SH,600979,广安爱众,水力发电
2941,600980.SH,600980,北矿科技,元器件
2942,600981.SH,600981,汇鸿集团,商贸代理
2943,600982.SH,600982,宁波热电,供气供热
2944,600983.SH,600983,惠而浦,家用电器
2945,600984.SH,600984,建设机械,工程机械
2946,600985.SH,600985,淮北矿业,煤炭开采
2947,600986.SH,600986,科达股份,互联网
2948,600987.SH,600987,航民股份,纺织
2949,600988.SH,600988,赤峰黄金,黄金
2950,600989.SH,600989,宝丰能源,化工原料
2951,600990.SH,600990,四创电子,通信设备
2952,600992.SH,600992,贵绳股份,钢加工
2953,600993.SH,600993,马应龙,中成药
2954,600995.SH,600995,文山电力,水力发电
2955,600996.SH,600996,贵广网络,影视音像
2956,600997.SH,600997,开滦股份,煤炭开采
2957,600998.SH,600998,九州通,医药商业
2958,600999.SH,600999,招商证券,证券
2959,601000.SH,601000,唐山港,港口
2960,601001.SH,601001,大同煤业,煤炭开采
2961,601002.SH,601002,晋亿实业,机械基件
2962,601003.SH,601003,柳钢股份,普钢
2963,601005.SH,601005,重庆钢铁,普钢
2964,601006.SH,601006,大秦铁路,铁路
2965,601007.SH,601007,金陵饭店,酒店餐饮
2966,601008.SH,601008,连云港,港口
2967,601009.SH,601009,南京银行,银行
2968,601010.SH,601010,文峰股份,超市连锁
2969,601011.SH,601011,宝泰隆,焦炭加工
2970,601012.SH,601012,隆基股份,半导体
2971,601015.SH,601015,陕西黑猫,焦炭加工
2972,601016.SH,601016,节能风电,新型电力
2973,601018.SH,601018,宁波港,港口
2974,601019.SH,601019,山东出版,出版业
2975,601020.SH,601020,华钰矿业,铅锌
2976,601021.SH,601021,春秋航空,空运
2977,601028.SH,601028,玉龙股份,钢加工
2978,601038.SH,601038,一拖股份,农用机械
2979,601058.SH,601058,赛轮轮胎,汽车配件
2980,601066.SH,601066,中信建投,证券
2981,601068.SH,601068,中铝国际,建筑施工
2982,601069.SH,601069,西部黄金,黄金
2983,601086.SH,601086,国芳集团,百货
2984,601088.SH,601088,中国神华,煤炭开采
2985,601098.SH,601098,中南传媒,出版业
2986,601099.SH,601099,太平洋,证券
2987,601100.SH,601100,恒立液压,工程机械
2988,601101.SH,601101,昊华能源,煤炭开采
2989,601106.SH,601106,中国一重,工程机械
2990,601107.SH,601107,四川成渝,路桥
2991,601108.SH,601108,财通证券,证券
2992,601111.SH,601111,中国国航,空运
2993,601113.SH,601113,华鼎股份,化纤
2994,601116.SH,601116,三江购物,超市连锁
2995,601117.SH,601117,中国化学,建筑施工
2996,601118.SH,601118,海南橡胶,橡胶
2997,601126.SH,601126,四方股份,电气设备
2998,601127.SH,601127,小康股份,汽车配件
2999,601128.SH,601128,常熟银行,银行
3000,601137.SH,601137,博威合金,铜
3001,601138.SH,601138,工业富联,通信设备
3002,601139.SH,601139,深圳燃气,供气供热
3003,601155.SH,601155,新城控股,区域地产
3004,601158.SH,601158,重庆水务,水务
3005,601162.SH,601162,天风证券,证券
3006,601163.SH,601163,三角轮胎,汽车配件
3007,601166.SH,601166,兴业银行,银行
3008,601168.SH,601168,西部矿业,铜
3009,601169.SH,601169,北京银行,银行
3010,601177.SH,601177,杭齿前进,机械基件
3011,601179.SH,601179,中国西电,电气设备
3012,601186.SH,601186,中国铁建,建筑施工
3013,601188.SH,601188,龙江交通,路桥
3014,601198.SH,601198,东兴证券,证券
3015,601199.SH,601199,江南水务,水务
3016,601200.SH,601200,上海环境,环境保护
3017,601208.SH,601208,东材科技,化工原料
3018,601211.SH,601211,国泰君安,证券
3019,601212.SH,601212,白银有色,铜
3020,601216.SH,601216,君正集团,化工原料
3021,601218.SH,601218,吉鑫科技,机械基件
